pilotRank,queueId,priority,score,workstream,productSignal,authoritySignal,normalizedChars,canonicalGroupId,groupSize,sourcePath,combinedPath
150,ingest-1781569954378-831,P1_CORE_RA_EVIDENCE,280,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,4505,604a7759decd,1,"raw/sources/RA/04_제품별 인허가 진행 문서/04_2G & 3G (A1417MCW, A1717MCW, F1417MCW)/▶ CE MDR/230926 기술문서 & 임상평가 보완 리뷰 2 (with 컨설팅)/[안내] MDR QMS 요구사항 (rev.2.1).pdf",raw/sources/_preprocessed/RA/_combined/01c752c102af/[안내] MDR QMS 요구사항 (rev.2.1)__01c752c102af_combined.txt
151,ingest-1781569954393-n3n,P1_CORE_RA_EVIDENCE,278,submission_authority,HAD/A/F 1417-1717,FDA,52101,64b30edfce9a,20,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) word/A-TCF-5-159 Usability Verification and Validation/A-TCF-5-108 Usability Engineering Report.docx",raw/sources/_preprocessed/RA/_combined/740d8f24aa7a/A-TCF-5-108 Usability Engineering Report__740d8f24aa7a_combined.txt
152,ingest-1781569954377-7nd,P1_CORE_RA_EVIDENCE,278,submission_authority,HAD/A/F 1417-1717,FDA,23835,50e57e6a10a1,20,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) pdf/A-TCF-5-159 Usability Verification and Validation/A-TCF-5-106 Usability Validation Plan.pdf",raw/sources/_preprocessed/RA/_combined/f82a7c3a2984/A-TCF-5-106 Usability Validation Plan__f82a7c3a2984_combined.txt
153,ingest-1781569954375-4q7,P1_CORE_RA_EVIDENCE,278,submission_authority,HAD/A/F 1417-1717,FDA,16864,3132c979a6e1,20,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) word/A-TCF-5-159 Usability Verification and Validation/A-TCF-5-106 Usability Validation Plan.docx",raw/sources/_preprocessed/RA/_combined/9a28db321018/A-TCF-5-106 Usability Validation Plan__9a28db321018_combined.txt
154,ingest-1781569954370-ps,P1_CORE_RA_EVIDENCE,278,submission_authority,HAD/A/F 1417-1717,FDA,12265,71edf6c4ddb6,20,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) pdf/A-TCF-5-159 Usability Verification and Validation/A-TCF-5-107 Usability Validation Report.pdf",raw/sources/_preprocessed/RA/_combined/169d5acd5fae/A-TCF-5-107 Usability Validation Report__169d5acd5fae_combined.txt
155,ingest-1781569954373-3ju,P1_CORE_RA_EVIDENCE,278,submission_authority,HAD/A/F 1417-1717,FDA,8286,cafff5f805c0,20,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) word/A-TCF-5-159 Usability Verification and Validation/A-TCF-5-107 Usability Validation Report.docx",raw/sources/_preprocessed/RA/_combined/73f1934b1881/A-TCF-5-107 Usability Validation Report__73f1934b1881_combined.txt
156,ingest-1781569954377-7nx,P1_CORE_RA_EVIDENCE,278,submission_authority,Unclassified,FDA,27302,0ef067474a10,19,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) word/A-TCF-5-159 Usability Verification and Validation/FDA Recall 조사.xls",raw/sources/_preprocessed/RA/_combined/f8a6ab01781a/FDA Recall 조사__f8a6ab01781a_combined.txt
157,ingest-1781569954414-12xm,P1_CORE_RA_EVIDENCE,278,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,64236,d047e6e66093,18,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 심사_경부적합 보완/기술문서 전체_24.04.23_pdf/A-TCF-5-159 Usability Verification and Validation/A-TCF-5-108 Usability Engineering Report.pdf",raw/sources/_preprocessed/RA/_combined/ed9f3b6524d1/A-TCF-5-108 Usability Engineering Report__ed9f3b6524d1_combined.txt
158,ingest-1781569954394-o59,P1_CORE_RA_EVIDENCE,278,submission_authority,Unclassified,FDA,701,46ad6545a3f4,18,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) word/A-TCF-5-159 Usability Verification and Validation/Recall 조사결과 사진.docx",raw/sources/_preprocessed/RA/_combined/7c2fdb9cb2e9/Recall 조사결과 사진__7c2fdb9cb2e9_combined.txt
159,ingest-1781569954372-30f,P1_CORE_RA_EVIDENCE,278,submission_authority,Unclassified,FDA,727,cc78d2475284,12,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) pdf/A-TCF-5-159 Usability Verification and Validation.pdf",raw/sources/_preprocessed/RA/_combined/61ba4bbf9b71/A-TCF-5-159 Usability Verification and Validation__61ba4bbf9b71_combined.txt
160,ingest-1781569954373-3qc,P1_CORE_RA_EVIDENCE,278,submission_authority,HnX,MFDS/domestic,112262,3896cb41634d,2,raw/sources/RA/04_제품별 인허가 진행 문서/07_Retrofit (HnX-R1)/★ FDA 510(k) - K252912/참고자료/참고 - 국내 기술문서/03. 기술문서 첨부자료/03 제품의 성능 및 안전을 확인하기 위한 자료/03 성능에 관한 자료/1. 소프트웨어 적합성/1.4 [G series] Software Validation Report (A-TCF-10-131).pdf,raw/sources/_preprocessed/RA/_combined/79c30a1b065b/1.4 [G series] Software Validation Report (A-TCF-10-131)__79c30a1b065b_combined.txt
161,ingest-1781569954379-93e,P1_CORE_RA_EVIDENCE,278,submission_authority,HAD/A/F 1417-1717,FDA,64237,b76cb958eda6,2,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) pdf/A-TCF-5-159 Usability Verification and Validation/A-TCF-5-108 Usability Engineering Report.pdf",raw/sources/_preprocessed/RA/_combined/0959fc98ca43/A-TCF-5-108 Usability Engineering Report__0959fc98ca43_combined.txt
162,ingest-1781569954370-ip,P1_CORE_RA_EVIDENCE,278,submission_authority,HAD/A/F 1417-1717,FDA,51725,5138a67c04de,2,"raw/sources/RA/04_제품별 인허가 진행 문서/2023 시험소 규격업데이트/HAD1717MC/Safety 접수자료 231219/4. Software validation/A-TCF-5-010 HAD1717MC,MG Software Validation.docx","raw/sources/_preprocessed/RA/_combined/10ac4246ae3c/A-TCF-5-010 HAD1717MC,MG Software Validation__10ac4246ae3c_combined.txt"
163,ingest-1781569954376-64n,P1_CORE_RA_EVIDENCE,278,submission_authority,Unclassified,FDA,1495,01b6b4ff9a0e,2,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 심사_경부적합 보완/보완 자료_24.04.19/704-6 설계 및 개발 검증 보고서_24.04.19.xlsx",raw/sources/_preprocessed/RA/_combined/c69b7828ad48/704-6 설계 및 개발 검증 보고서_24.04.19__c69b7828ad48_combined.txt
164,ingest-1781569954373-3si,P1_CORE_RA_EVIDENCE,278,submission_authority,HnX,MFDS/domestic,149619,258c73f9e74c,1,raw/sources/RA/04_제품별 인허가 진행 문서/07_Retrofit (HnX-R1)/★ FDA 510(k) - K252912/참고자료/참고 - 국내 기술문서/03. 기술문서 첨부자료/03 제품의 성능 및 안전을 확인하기 위한 자료/03 성능에 관한 자료/1. 소프트웨어 적합성/2.4 [23G series] Software Validation Report _(A-TCF-5-131).pdf,raw/sources/_preprocessed/RA/_combined/7bd4e0faf31e/2.4 [23G series] Software Validation Report _(A-TCF-5-131)__7bd4e0faf31e_combined.txt
165,ingest-1781569954375-4p2,P1_CORE_RA_EVIDENCE,278,submission_authority,HnX,MFDS/domestic,123233,08e985c1a925,1,raw/sources/RA/04_제품별 인허가 진행 문서/07_Retrofit (HnX-R1)/★ FDA 510(k) - K252912/참고자료/참고 - 국내 기술문서/03. 기술문서 첨부자료/03 제품의 성능 및 안전을 확인하기 위한 자료/03 성능에 관한 자료/1. 소프트웨어 적합성/3.3 [HnVUE] Software Validation Report (A-SVR-HNV).pdf,raw/sources/_preprocessed/RA/_combined/991a1177494b/3.3 [HnVUE] Software Validation Report (A-SVR-HNV)__991a1177494b_combined.txt
166,ingest-1781569954375-4t5,P1_CORE_RA_EVIDENCE,278,software_cybersecurity,HnX,CE/MDR,24332,32eccf4a9ce7,1,"raw/sources/RA/01_DHF/05_HnX-P1, HnX-PB/05_설계개발 검증 및 유효성 확인/08_Cybersecurity/260303 사용목적 수정(CE 반영)/9. A-CLA-HNX_Cybersecurity Labeling (Rev.5 03032026).pdf",raw/sources/_preprocessed/RA/_combined/9cd63c987228/9. A-CLA-HNX_Cybersecurity Labeling (Rev.5 03032026)__9cd63c987228_combined.txt
167,ingest-1781569954384-e0s,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,FDA,5680,1bde0833f4e4,21,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) pdf/A-TCF-5-157 Clinical Evaluation/Appendix I Checklist for the release of the clinical evaluation report (rev.2).pdf",raw/sources/_preprocessed/RA/_combined/2f32543f1a5a/Appendix I Checklist for the release of the clinical evaluation report (rev.2)__2f32543f1a5a_combined.txt
168,ingest-1781569954405-ug8,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,219035,1b8908e947da,20,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 9. TCF_ADD(HAD1417MCW) 221215 (Rev.4) - PMS Update/Attachment 05. Safety Test Report/KT155_Nemko_Korea_Co._Ltd_Certificatie of Accreditation.pdf,raw/sources/_preprocessed/RA/_combined/ad1689ed67d9/KT155_Nemko_Korea_Co._Ltd_Certificatie of Accreditation__ad1689ed67d9_combined.txt
169,ingest-1781569954412-10q1,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,99607,21a5c7c9327d,13,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 9. TCF_ADD(HAD1417MCW) 221215 (Rev.4) - PMS Update/Attachment 06. EMC Test Report/NK-20-E-0336(H&Abiz_ADD)_CE(4th).pdf,raw/sources/_preprocessed/RA/_combined/dcf3218bedb3/NK-20-E-0336(H&Abiz_ADD)_CE(4th)__dcf3218bedb3_combined.txt
170,ingest-1781569954395-p9y,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,947214,f1b2ee99c409,10,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 9. TCF_ADD(HAD1417MCW) 221215 (Rev.4) - PMS Update/Attachment 05. Safety Test Report/397950 CBTC-TR H&abyz ADD (Basic)_Consolidated.pdf,raw/sources/_preprocessed/RA/_combined/852c9f88aaac/397950 CBTC-TR H&abyz ADD (Basic)_Consolidated__852c9f88aaac_combined.txt
171,ingest-1781569954383-dd5,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,FDA,4636,6bd33ba84033,10,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) word/A-TCF-5-157 Clinical Evaluation/Appendix I Checklist for the release of the clinical evaluation report (rev.2).docx",raw/sources/_preprocessed/RA/_combined/2a20e5932e66/Appendix I Checklist for the release of the clinical evaluation report (rev.2)__2a20e5932e66_combined.txt
172,ingest-1781569954394-nmt,P1_CORE_RA_EVIDENCE,276,submission_authority,HnX,FDA,28974,0ddc6675d60f,9,"raw/sources/RA/04_제품별 인허가 진행 문서/07_Retrofit (HnX-R1)/★ FDA 510(k) - K252912/참고자료/참고 - 2,3G FDA 문서/VOL_009_Appendix H Biocompatibility Test Report/Biocompatibility Assessment Report/006_Appendix 4. MSDS 3 - PET INK 9000 SERIES.pdf",raw/sources/_preprocessed/RA/_combined/7837d4cfa261/006_Appendix 4. MSDS 3 - PET INK 9000 SERIES__7837d4cfa261_combined.txt
173,ingest-1781569954394-o79,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,FDA,36277,b6875815eadc,8,"raw/sources/RA/04_제품별 인허가 진행 문서/04_2G & 3G (A1417MCW, A1717MCW, F1417MCW)/공통(CSDT)/[Attachment] 4. Summary of Design Verification and Validation/4.6 PMS/Periodic Safety Update Report .pdf",raw/sources/_preprocessed/RA/_combined/7caf80d53b0a/Periodic Safety Update Report__7caf80d53b0a_combined.txt
174,ingest-1781569954379-8x9,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,45277,4afa867f01c6,5,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 9. TCF_ADD(HAD1417MCW) 221215 (Rev.4) - PMS Update/Attachment 08. Software Validation Report/Software 62304 checklist_Ver 20200921.xlsx,raw/sources/_preprocessed/RA/_combined/080d08eb6b7e/Software 62304 checklist_Ver 20200921__080d08eb6b7e_combined.txt
175,ingest-1781569954404-t79,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,26314,ce1a75b83d65,5,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 9. TCF_ADD(HAD1417MCW) 221215 (Rev.4) - PMS Update/Attachment 06. EMC Test Report/RED/S4335-W_RED REPORT (Doc.No.NK-17-E-0406).pdf,raw/sources/_preprocessed/RA/_combined/a32813d6e1a6/S4335-W_RED REPORT (Doc.No.NK-17-E-0406)__a32813d6e1a6_combined.txt
176,ingest-1781569954407-vxz,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,12641,322bcff9909d,5,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 9. TCF_ADD(HAD1417MCW) 221215 (Rev.4) - PMS Update/Attachment 06. EMC Test Report/RED/S4335-W_RF Test Report(Doc.No.NK-18-R-094)_.pdf,raw/sources/_preprocessed/RA/_combined/b83acd45e5cf/S4335-W_RF Test Report(Doc.No.NK-18-R-094)___b83acd45e5cf_combined.txt
177,ingest-1781569954392-lsm,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,3276,cfd9a8b4ad8b,5,"raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 4. ADD(HAD1417MCW) Dimdi 등록관련 기술문서 제출 220215/D TCF/Attachment 04. Risk Management Report/04-03. Basic Safety, Essential Performance Report (A-TCF-5-048).pdf","raw/sources/_preprocessed/RA/_combined/6a1f449dca2f/04-03. Basic Safety, Essential Performance Report (A-TCF-5-048)__6a1f449dca2f_combined.txt"
178,ingest-1781569954382-c8h,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,658,872b89a490e9,5,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 9. TCF_ADD(HAD1417MCW) 221215 (Rev.4) - PMS Update/Attachment 06. EMC Test Report/RED/Confirmation Letter_Detector_signed.pdf,raw/sources/_preprocessed/RA/_combined/2148f67ad982/Confirmation Letter_Detector_signed__2148f67ad982_combined.txt
179,ingest-1781569954380-a3i,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,607,d0f9831b887d,5,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 9. TCF_ADD(HAD1417MCW) 221215 (Rev.4) - PMS Update/Attachment 06. EMC Test Report/RED/Confirmation Letter_Wifi module_signed.pdf,raw/sources/_preprocessed/RA/_combined/110e041d07a1/Confirmation Letter_Wifi module_signed__110e041d07a1_combined.txt
180,ingest-1781569954396-pr1,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,5845,49751ba226b6,4,"raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ 국내 제조인증/3. HAD1717MCW 모델 추가_210723/성적서, 소프트웨어 밸리데이션/Firmware SW Validation/Software 62304 checklist_Ver 20200921.pdf",raw/sources/_preprocessed/RA/_combined/88e9aec7d7ed/Software 62304 checklist_Ver 20200921__88e9aec7d7ed_combined.txt
181,ingest-1781569954393-n5a,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,44670,2de5a8f96250,3,"raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ 국내 제조인증/3. HAD1717MCW 모델 추가_210723/성적서, 소프트웨어 밸리데이션/Firmware SW Validation/Software 62304 checklist_Ver 20200921.xlsx",raw/sources/_preprocessed/RA/_combined/746430e40b30/Software 62304 checklist_Ver 20200921__746430e40b30_combined.txt
182,ingest-1781569954375-5d5,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,126424,82d50be04d65,2,"raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ 국내 제조인증/3. HAD1717MCW 모델 추가_210723/성적서, 소프트웨어 밸리데이션/임포유_콘솔_문서/Console Software Validation Report_Rev.2_KOR_2.1.255.60.docx",raw/sources/_preprocessed/RA/_combined/ade092c173fb/Console Software Validation Report_Rev.2_KOR_2.1.255.60__ade092c173fb_combined.txt
183,ingest-1781569954375-4os,P1_CORE_RA_EVIDENCE,276,submission_authority,HnX,MFDS/domestic,13376,d470c41bc223,2,"raw/sources/RA/04_제품별 인허가 진행 문서/06_HnX-P1, HnX-PB/독일 BfarM 등록/D. 기술문서 최신본/6. Product Verification and Validation/3. Cybersecurity/6. A-SBOM-HNX_SBOM(Rev.4).pdf",raw/sources/_preprocessed/RA/_combined/98cd482c1706/6. A-SBOM-HNX_SBOM(Rev.4)__98cd482c1706_combined.txt
184,ingest-1781569954372-2om,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,9210,1a5b8b397930,2,"raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ 국내 제조인증/3. HAD1717MCW 모델 추가_210723/성적서, 소프트웨어 밸리데이션/임포유_콘솔_문서/국내 사이버보안 체크리스트_Rev.1_210618.docx",raw/sources/_preprocessed/RA/_combined/575c62167c1d/국내 사이버보안 체크리스트_Rev.1_210618__575c62167c1d_combined.txt
185,ingest-1781569954409-y6b,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,3226,962a83efa75f,2,"raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 8. ADD(HAD1417MCW) H&abyz 인증관련 자료  20220203 (CE Dimdi)/4. TCF/04. Risk Management Report/04-03. Basic Safety, Essential Performance Report (Doc.No.A-TCF-5-048).pdf","raw/sources/_preprocessed/RA/_combined/c9049f45678d/04-03. Basic Safety, Essential Performance Report (Doc.No.A-TCF-5-048)__c9049f45678d_combined.txt"
186,ingest-1781569954393-mz6,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,2754,bf1ff020bbdf,2,"raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 1. 2차 CE 인허가/Attachment 04. Risk Management Report/04-03. Basic Safety, Essential Performance Report (A-TCF-5-048).docx","raw/sources/_preprocessed/RA/_combined/73227648f35f/04-03. Basic Safety, Essential Performance Report (A-TCF-5-048)__73227648f35f_combined.txt"
187,ingest-1781569954403-slu,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,2704,308056414c9c,2,"raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ CE MDD/■ 8. ADD(HAD1417MCW) H&abyz 인증관련 자료  20220203 (CE Dimdi)/4. TCF/04. Risk Management Report/04-03. Basic Safety, Essential Performance Report (Doc.No.A-TCF-5-048).docx","raw/sources/_preprocessed/RA/_combined/9e8778da2ddf/04-03. Basic Safety, Essential Performance Report (Doc.No.A-TCF-5-048)__9e8778da2ddf_combined.txt"
188,ingest-1781569954411-104v,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,113727,7bf3a3798da1,1,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ 국내 제조인증/1.차 KGMP 등록 문서/console sw validation/16. DICOM Conformance Statement feelDRCS V2-REV.0.pdf,raw/sources/_preprocessed/RA/_combined/d843fac90ec5/16. DICOM Conformance Statement feelDRCS V2-REV.0__d843fac90ec5_combined.txt
189,ingest-1781569954392-lu9,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,94665,0dacb0d18eeb,1,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ 국내 제조인증/1.차 KGMP 등록 문서/console sw validation/16. DICOM Conformance Statement feelDRCS V2-REV.0.docx,raw/sources/_preprocessed/RA/_combined/6a7b8511fc13/16. DICOM Conformance Statement feelDRCS V2-REV.0__6a7b8511fc13_combined.txt
190,ingest-1781569954370-x9,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,81816,cc7e54175fa3,1,raw/sources/RA/04_제품별 인허가 진행 문서/01_HAD1717MC(MG)/▶ 국내 제조인증/SoftwareValidationReport(DXView_W2).pdf,raw/sources/_preprocessed/RA/_combined/1cbcb3beaa3b/SoftwareValidationReport(DXView_W2)__1cbcb3beaa3b_combined.txt
191,ingest-1781569954378-7tw,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,FDA,51757,4b647227d9f6,1,"raw/sources/RA/04_제품별 인허가 진행 문서/01_HAD1717MC(MG)/▶ CE MDD/■ 8. TCF_HAD1717MC, MG 221215 (Rev.6) - PMS update/05. Software_Validation/A-TCF-5-010_Software Validation 221201 (Rev.3).docx",raw/sources/_preprocessed/RA/_combined/fe401bef4cb4/A-TCF-5-010_Software Validation 221201 (Rev.3)__fe401bef4cb4_combined.txt
192,ingest-1781569954374-3w2,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,49759,5735f8bb636a,1,raw/sources/RA/04_제품별 인허가 진행 문서/01_HAD1717MC(MG)/▶ 국내 제조인증/Firmware Software Validation Report_Rev.2_(A-TCF-5-010).docx,raw/sources/_preprocessed/RA/_combined/7eeba2e4e3c6/Firmware Software Validation Report_Rev.2_(A-TCF-5-010)__7eeba2e4e3c6_combined.txt
193,ingest-1781569954376-6mw,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,16657,ef816d1048b9,1,raw/sources/RA/04_제품별 인허가 진행 문서/2023 시험소 규격업데이트/ADD/접수자료/Safety 접수자료 231219/6. Usability/A-TCF-5-039_ADD_Usability Validation Plan_Rev.0.docx,raw/sources/_preprocessed/RA/_combined/d7833c7d66ec/A-TCF-5-039_ADD_Usability Validation Plan_Rev.0__d7833c7d66ec_combined.txt
194,ingest-1781569954371-1cz,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,16223,077a1a68c919,1,"raw/sources/RA/04_제품별 인허가 진행 문서/2023 시험소 규격업데이트/HAD1717MC/Safety 접수자료 231219/6. Usability/UVP-01 HAD1717MC, MG Usability Validation Plan_Rev.0.docx","raw/sources/_preprocessed/RA/_combined/2b5ffe88dc9c/UVP-01 HAD1717MC, MG Usability Validation Plan_Rev.0__2b5ffe88dc9c_combined.txt"
195,ingest-1781569954372-2mm,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,8081,24b616fe423b,1,raw/sources/RA/04_제품별 인허가 진행 문서/2023 시험소 규격업데이트/ADD/접수자료/Safety 접수자료 231219/6. Usability/A-TCF-5-040_ADD_Usability Validation Report_Rev.0.docx,raw/sources/_preprocessed/RA/_combined/55878193452e/A-TCF-5-040_ADD_Usability Validation Report_Rev.0__55878193452e_combined.txt
196,ingest-1781569954371-1u0,P1_CORE_RA_EVIDENCE,276,submission_authority,HAD/A/F 1417-1717,general,7801,a6e5055e0d35,1,"raw/sources/RA/04_제품별 인허가 진행 문서/2023 시험소 규격업데이트/HAD1717MC/Safety 접수자료 231219/6. Usability/UVR-01 HAD1717MC, MG Usability Validation Report_Rev.0.docx","raw/sources/_preprocessed/RA/_combined/3bfa7c60307e/UVR-01 HAD1717MC, MG Usability Validation Report_Rev.0__3bfa7c60307e_combined.txt"
197,ingest-1781569954390-jik,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,42460,1cf32c2cc663,6,raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/배터리팩_MBP-3S1P3330-HAZ/62133-2 승인서/CB/C24B017-M0A0 iec62133_2c_2022-07-01_MBP-3S1P3330-HAZ.pdf,raw/sources/_preprocessed/RA/_combined/58efcab69cba/C24B017-M0A0 iec62133_2c_2022-07-01_MBP-3S1P3330-HAZ__58efcab69cba_combined.txt
198,ingest-1781569954404-tpg,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,109645,64876eba7f09,5,raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/60-2230C/EN_60SIPT-602230C/EN 301 893 V2.1.1_5G B123_ST60-2230C_ER740701-12AN.pdf,raw/sources/_preprocessed/RA/_combined/a70f189c31eb/EN 301 893 V2.1.1_5G B123_ST60-2230C_ER740701-12AN__a70f189c31eb_combined.txt
199,ingest-1781569954405-txg,P1_CORE_RA_EVIDENCE,274,submission_authority,Unclassified,general,102409,f1ecedb62545,5,raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/60-2230C/EN_60SIPT-602230C/EN 301 893 5G - 60-SIPT_60-2230C - ER740701AN R02.pdf,raw/sources/_preprocessed/RA/_combined/a8efbf8650c1/EN 301 893 5G - 60-SIPT_60-2230C - ER740701AN R02__a8efbf8650c1_combined.txt
